,Image,Review Text
3574,['https://images-na.ssl-images-amazon.com/images/I/61zzau4rgZL._SY88.jpg'],"Good product, though in the 15 I bought there were slight inconsistencies in the angle lock mechanism. It seems the button latch is a little too low to click into place consistently on some of them, but it doesn't affect them in any real way unless you're the type who uses a protractor to angle your instruments just so. Also, if you have smaller headstocks on your guitars or basses, you'll probably need to adjust the width of the holder with channel-locks or something similar that can squeeze the sides together. Still, they look good, even better when mounted on a piece of stained pine, and they hold my guitars and basses nicely."
959,['https://images-na.ssl-images-amazon.com/images/I/71UT0+xXcaL._SY88.jpg'],"I do wish some reviewers would do a little basic research into what they are buying before posting negative comments. This neck plate is a high quality replacement for the plate that comes standard on newly-manufactured US Strats (and probably Teles). I purchased this to update the look of my '97 ""weird, fat logo"" neck plate and am very pleased with the results. The material appears to be aluminum or aluminum alloy with a chrome finish, in contrast to the heavier steel that it replaced. I did not bust out the calipers but it is at least as thick as the older version. It is not plastic, nor pot metal. It comes with screws. For giggles, I stopped by Guitar Center after installing it and yep...all American Standard Strats have this exact same neck plate."
1201,['https://images-na.ssl-images-amazon.com/images/I/81efrrV3cOL._SY88.jpg'],Quality of sound is good. My only problem is bottom part of the amp is peeling off like in the picture in about 2 years. I never took the amp outside nor put it on the floor. Always kept in my room on the amp stand. Also I'm not a heavy user of the amp I just practice once a week or so.
2431,['https://images-na.ssl-images-amazon.com/images/I/81eTaHUrNeL._SY88.jpg'],Great little compact mixer. Super versatile. Loving it for my basement studio.
3394,"['https://images-na.ssl-images-amazon.com/images/I/71oTIO2WM4L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71EChJWwPuL._SY88.jpg']",Works as discribed. looks awesome.
248,['https://images-na.ssl-images-amazon.com/images/I/61uBYA6BpgL._SY88.jpg'],"I must have have gotten lucky? All mine are gorgeous, and with a tweak or two, bridge tweak, neck twea k, string height tweak, I am still in shock that a vintage , large headstock, 50's style Strat...the look, finish, and playability are rare in discounted axes! Hey, each and every piece screams FENDER. My studio wall is very, pinkies up! ...classy,  so much, for so little!"
2686,"['https://images-na.ssl-images-amazon.com/images/I/61buEesBs3L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/91f0ITTjb3L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81LXYlbvDGL._SY88.jpg']","Excellent 2 tier keyboard stand.  It did exactly what I needed it to do, if fact came out better than expected.  Hard to believe it's only $27.  See the before and after photos."
1932,['https://images-na.ssl-images-amazon.com/images/I/81k1BMFsOKL._SY88.jpg'],"Great little pedal. Wonderful brand. Well built equipment with quality. The housing feels solid and well manufactured. With sound in mind it has a fantastic beautiful depth to it. As a guitarist with roots in rock, grunge and metal it can be a versatile sound with the right mixture. Combined with a marshall tube dc40 and it will not leave you unhappy."
1596,['https://images-na.ssl-images-amazon.com/images/I/71XR1cvq7sL._SY88.jpg'],"When I first pulled this out of the box I was pleasantly surprised. There were quite a few negative reviews, so I was half expecting  it to arrive in pieces. But it was packaged well and already assembled, so I was pretty happy. Once I had it installed on my rack, I noticed the cable holes in the back aren't even punched out! The main reason I bought this was to store my noisy external hard drive.  I can't do that now, so I guess this drawer is just going to hold random crap that I have on my desk.  I'm honestly pretty bummed. I was tempted to give this two stars, but the drawer itself is pretty acceptable for the price. If you don't need to run cables through the back of it,  then I don't see any reason this wouldn't work for you."
1314,['https://images-na.ssl-images-amazon.com/images/I/51NB1g4ibdL._SY88.jpg'],I love this guitar. You can have a clean tone or a crunch tone which is perfect for what I play. It was my first bass and I got it at a local used gear shop. I have had it for a little over a year and it has been through a lot. It sounds great and it is REALLY durable and can go through a lot. I have played this bass every where I have played
3541,['https://images-na.ssl-images-amazon.com/images/I/6189NU7hzpL._SY88.jpg'],"This beyond exceeded my expectations. The amber color is rich, and I really like the white inlays. The bass feels solid. Id definitely reccomend."
1239,['https://images-na.ssl-images-amazon.com/images/I/71P6t0TIvcL._SY88.jpg'],So far so good. Never heard of Lazarro and who cares? The saxophone can perform. The brand doesn't matter. It is just a label. I'm on month 5 and it is holding up. Play it everyday. Upgraded the mouthpiece to a Clark Forbes Debut mouthpiece. The reeds that the sax comes with isn't that great. Mine came with Lazarro reeds 2 1/2 strength and now I use D'Addario Select Jazz reeds 3S and it does the trick.  If you know how to take care of the saxophone it'll last. Well worth the investment. This is the perfect saxophone for those looking for a great instrument without paying hundreds to thousands of dollars.
1593,['https://images-na.ssl-images-amazon.com/images/I/71g34xL87lL._SY88.jpg'],Tha best! leads
1615,['https://images-na.ssl-images-amazon.com/images/I/81GQ67QY22L._SY88.jpg'],"ChromaCast CC-BHC Bass case fits a Squire VI Bass.
While there are only three latches and it might not stand up to the rigors of touring, anyone looking for an inexpensive hardshell case for their Bass VI will be glad to find this gem of a case for about $55 with Prime shipping.  It's not a custom fit, and leaves about an inch of movement lengthwise, but considering the unique sizing of this beast, it's hard to think you'll do better for less than the $200 Fender case.  I took of 1 star for the floppy inner compartment and the lack of reinforcement on the edges.  That said, I'll probably tell every Bass VI owner about this great deal."
2565,['https://images-na.ssl-images-amazon.com/images/I/71dTOrUmSBL._SY88.jpg'],"The hangers worked great. I did not use the provided screws or mollies. I used larger screws and went into studs. I hung a Takamine PD5, probably my heaviest guitar. No issues. I would recommend."
956,['https://images-na.ssl-images-amazon.com/images/I/61-NpbyaWHL._SY88.jpg'],"Nice heavy duty drawer.
It's a little hard to close but I'm sure it will work out in time"
1083,['https://images-na.ssl-images-amazon.com/images/I/71tuzL4-ogL._SY88.jpg'],"For the price, it can't be beat. I hadn't picked up a fiddle in 50 years, so I didn't want to invest a lot of money in something I wouldn't use, but I was pleasantly surprised by this instrument. Of course it's not a high dollar violin, but there is nothing wrong with it.

Edit (after five weeks): I just changed the strings and there is good and bad. First, the bad: the holes for the strings in the tuning pegs had to have been drilled by a nearsighted drunkard. They were all way off-center and most likely weaken the pegs.
Now for the good: I replaced the original strings with D'Addario Pro Arte strings and it made a world of difference. It now sounds just as a violin should and is much more enjoyable to play."
322,['https://images-na.ssl-images-amazon.com/images/I/81H51DL2p1L._SY88.jpg'],"I needed to replace poorly built, wobbly and ugly green Wilkinson tuners on my Vintage V100PGM ICON Lemon Drop Greeny guitar.

These tuners require 10mm holes in the headstock. Mine had 9mm holes. The description on Amazon didn't say that. Also, the color on these tuners are dull green and not cream like in the picture. I returned them to Amazon."
2801,"['https://images-na.ssl-images-amazon.com/images/I/61A-Jp0Qm1L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61A-Jp0Qm1L._SY88.jpg']","This desk stand is small enough to easily fit inside my field bag, doesn't weigh much, and does its job effectively. Although it is small, it is still able to sturdily hold my RODE NTG2 microphone without danger of tipping over. Clipping the long microphone to the stand at the very end of the shotgun is a little precarious but I have made it work. It probably helps that the rode screw-on is very heavy, allowing the center of balance to be closer to the center of the stand.

Anyway, I like that i can carry this around. It's very compact, light, and can still do its one job. For the price, an excellent buy."
2598,['https://images-na.ssl-images-amazon.com/images/I/717mWpCp65L._SY88.jpg'],"You know, for a low-cost item, these do a pretty good job.  We are using them for filler lights to keep shadows down on the stage. My friend has an earlier version that does not include the fans and he had issues with them flickering due to overheating.  With the fans added, although noisy, it seems to eliminate the flickering issue.

For the money, they are a good buy."
2234,['https://images-na.ssl-images-amazon.com/images/I/61JYQr9MDbL._SY88.jpg'],"No Gimmit, I am NOVICE and the Vox is great!!!!,.."
244,"['https://images-na.ssl-images-amazon.com/images/I/71mtzgJecDL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71JhjUBjf1L._SY88.jpg']","I have 3 daughters and last year I bought my oldest a guitar.  She's been kind of luke warm ever since getting one but my middle daughter has been asking for one for a while now, so this was her birthday gift.  It's what you'd expect it to be....it's a Fender, but it's a Squier...so it's going to be mass produced ""alright"" quality for the most part, but not stellar by any means.  Nevertheless, it gets the job done (getting someone young interested in the learning process).  Be prepared to tighten down the various screws and nuts on the guitar when it arrives (this is why I docked them one star).  Personally I dislike strats, but this seemed like the best option to get my kids started on guitar."
2780,['https://images-na.ssl-images-amazon.com/images/I/71TR9V3eLVL._SY88.jpg'],"Ordered a ""MUGIG"" tuner, but received one with a ""Musedo"" brand mark. (See photo) Who is ""Musedo"", anyway?! I'm sure I'm correct in my assumption that these inexpensive tuners are mass-produced in China and receive all manner of brand name logos on them.

Also, due to package being labeled ""Lithium Battery Enclosed"", this Amazon Prime item took 7 full days to arrive... Not the usual 2-day Prime shipping.

Aside from these two issues, this $9 tuner seems to work as well as my $20 Korg TM50BK.
I purchased it because the price was so low that I thought it couldn't hurt to have an extra tuner lying about the studio.
I plan to order another to donate to our church's music dept.

For those interested, this tuner w/included clip-on mic does indeed fit in the same co2CREA case made for the Korg TM50BK tuner:
ASIN: B01F8IMXVC

Nice little tuner at a nice little price.

Thanks for reading,
-CC, Amazon Prime Member-Reviewer"
2852,['https://images-na.ssl-images-amazon.com/images/I/71lx5anxcQL._SY88.jpg'],"These guitar straps are downright luxurious. So comfortable and absolutely beautiful. I have two beautiful Dixon Hummingbirds, and these are the only straps that are just as beautiful as my guitars. I loved the first one I bought so much that I bought two more. I put one on on my pretty Schecter SIII Custom electric guitar as well. They are really well made. I have not seen better quality on another strap I've owned."
3696,"['https://images-na.ssl-images-amazon.com/images/I/71fgoQwV9YL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71hn-g-h8OL._SY88.jpg']","Another update. How can you sell these to people! I have a craft show this weekend and i went to put these tumers on and none id the screws fit! First one i didn't realize and it got stuck. I had to use two pliers to pull it off and scratched mlthe new neck i just finished making. Your company shpuld not be selling these! I now hqve to run out and find somewhere to but 6 sets ....Update....i ordered more, they came in odd. The top is too wide that the nuts don't fit!
Old review...I love the look of these and they came fast. I bought them for a cbgs ukulele. I wouldn't recommend putting them on a nice guitar. They skip a little."
1649,['https://images-na.ssl-images-amazon.com/images/I/71qqEtcftlL._SY88.jpg'],"Go up 1 size. My hands are not large for my size and they are certainly not thick. I wear a size medium glove comfortably and large is almost always too big. Yet a size medium in these barely squeezes onto my pinky. Sizing is not close to accurate. Even used a heat gun to expand the opening slightly, no go. Just makes them wider bUT thinner. Disappointed"
2373,['https://images-na.ssl-images-amazon.com/images/I/81Ei2JGQA7L._SY88.jpg'],"Question:  Are you better off with a hard case? The problem with ukes is that they can get squished.  Also, it's a soprano ukulele!! How much can a hard case weigh?  If you have a hard case, you can throw it in the trunk of your car, pile things on top of it...

However, the answer may be that the chances of your uke getting damaged may be quite small and most hard cases are larger and heavier, even if it's only a pound or two. If you're looking for a gigbag, then the Phitz bags can't be beat!  Solid construction with heavy canvas and strong zippers. Definitely my go-to gigbag when I want a gigbag. Also, can be a real attention getter. (See photo.)"
1925,['https://images-na.ssl-images-amazon.com/images/I/81k1BMFsOKL._SY88.jpg'],"Fabtastic build quality and a very rich fuzzy goodness. Very surprised and not a let down at all. Light fuzz for some distored blues heavy fuzz for some unaudible grunge ruckus not meant to be perceived. Get it or be square, or a circle, or a rhombus. Im not your boss."
1181,['https://images-na.ssl-images-amazon.com/images/I/716jo50ydSL._SY88.jpg'],"<div id=""video-block-RC63LP3G8ULQ9"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1wzTjIOdfS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A16D1y%2BQAIS.png"" class=""video-slate-img-url"">&nbsp;I purchased this violin along with the Everest EZ Series Shoulder Rest as a Christmas present for my wife and she absolutely loves it.  Most reviews I've seen recommend new strings and a different bow, neither of which I had. The bridge was already set in place. So, on Christmas morning, she popped in a 9v battery, tuned it up with the existing strings, rosined up the bow that came with it and plugged it into a small amplifier, which resulted in the attached video.

We were pleasantly surprised to say the least. New helicore strings and the bow from her existing acoustic violin would probably make it sound even better. It's currently the #1 best seller on Amazon for good reason and a great value too."
1724,['https://images-na.ssl-images-amazon.com/images/I/71dROLUIy6L._SY88.jpg'],"These are great little stands. They are perfect for a ""wherever you need it"" stand. I have one next to my PC studio,making the guitar I'm using closer than my regular 5 guitar stand across the room ,and the other next to my bed (so i always have a guitar handy before and after i sleep ). These are really an amazing value and they hold guitars secure enough for me not to worry about them falling over...Holds my classical acoustics, stratocasters, and jazz bass perfectly...."
605,['https://images-na.ssl-images-amazon.com/images/I/61qNaOQcUCL._SY88.jpg'],"I play both guitar and ukulele. I bought the chord stamps for both instruments. How nice to be able to make note of unfamiliar chords, easily, right on my music. Saves me from having to constantly look them up. I highly recommend these. Get you some! ;-)"
2939,"['https://images-na.ssl-images-amazon.com/images/I/81U3GJsTjNL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71TDWb-prbL._SY88.jpg']","Great Quality, adjustable tension. Well made."
251,"['https://images-na.ssl-images-amazon.com/images/I/41je0FVZocL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vT6MgCpIL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SD4Qz3mcL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411g4EBGoKL._SY88.jpg']",This ligatures are great for high school students how real want to start to get scerouse about playing (like me) or the pro looking to get the cleanst sound out of there horn I loved it on my alto hard rubber and scent I got blessed with a soprano for xmas I realy wannted to get the cleanst sound on my soprano just like I do on my alto I cant wait for till it comes in the mail. :-)
3785,"['https://images-na.ssl-images-amazon.com/images/I/71vgQX06SsL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/616H47sJw8L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81IcY4cEGJL._SY88.jpg']",This is the worst fitting junk I have ever seen! The pickgaurd is to big and the back plates are to small and the holes do not line up. I could make the pick guard work but it would take time with a drimel to make sure it fit properly without any gaps. The back plates are almost a full 1/4 inch off. waste of time and money.
2246,['https://images-na.ssl-images-amazon.com/images/I/71haYjMvVWL._SY88.jpg'],Very easy to put on and looks very realistic and are worth every penny I highly suggest if you want to make your Epiphone look like a Gibson guitar
725,['https://images-na.ssl-images-amazon.com/images/I/81O7MZoRKNL._SY88.jpg'],It's a tuner and a good one for the price...makes me happy. Love behringer
3471,['https://images-na.ssl-images-amazon.com/images/I/716-5TxPjKL._SY88.jpg'],"Installed these humbuckers on my Epiphone Les Paul Standard. The sound of the neck and bridge humbuckers are very similar. The bridge just has a tad bit more treble. However, both of these HBs produce a very, very warm sound. When playing with an MXR Distortion + it produces a grunge/fuzz sound but keeps clarity of each note. The clarity is outstanding on the HBs-each note can be heard. The HBs are not very versatile, only producing a grunge/fuzz sound, regardless of what distortion pedal I use but it fits my playing style at the moment so I am very happy with them."
1840,['https://images-na.ssl-images-amazon.com/images/I/71cOLTjENXL._SY88.jpg'],This guy work perfect and I've got the ability to record a whole drum set with each mic on its own track
622,['https://images-na.ssl-images-amazon.com/images/I/71N0t6HU37L._SY88.jpg'],"Man. No words can not be said. I have a Catalina Maple drum set. Once I placed this head on there and that first hit. It sound like a cannon. Perfect sound. It make you want to play all day. Made me want to start dancing.

I have had my eyes set on the product after the few Churchs that I have been to and they have this product and I knew this would be my next purchase. If you are in the market for a new drum head. If you are a hard hitter go with the Evans EMAD2. You will not be disappointed"
654,['https://images-na.ssl-images-amazon.com/images/I/71bztfqdg+L._SY88.jpg'],I have been using Fender locking tuners for about five years on various strats and teles. Definitely helps with tuning stability and way faster to restring if there is a break.
2455,['https://images-na.ssl-images-amazon.com/images/I/71Ozajd06BL._SY88.jpg'],"I'll admit that I bought this power supply to see if I could save about $100 on a better known brand so I wasn't expecting it to work that well and figured it was almost as cheap as my OneSpot. I've got about 9-10 pedals on my board so I made sure ahead of time that there would be no special needs.

It's worked great, fits underneath my Holeyboard's top shelf. It also gives me quiet clean power and no worries. I'm powering pretty standard stuff with the TC Electronic's Alter Ego included. The one thing this power supply did do for me is that I have a T-Rex Tone Bug Reverb pedal for my practice amp and it used to be noisy as could be with the OneSpot but when I switched it over to the Donner, it is much quieter.

All in all, it does what it says, works well and looks pretty cool with the blue LEDs. The actual device is hidden in the picture under the shelf but you can see the LED's glow.

Very happy with this - I will probably buy another for a hot spare."
1020,['https://images-na.ssl-images-amazon.com/images/I/7174zDyP5fL._SY88.jpg'],"Great cup holder. Very sturdy, easy to clamp on a Pearl cymbal stand, hasn't moved through 50+ hours of rehearsal and performances."
3022,"['https://images-na.ssl-images-amazon.com/images/I/710AeInX2AL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71h7BRjecPL._SY88.jpg']",Simply beautiful. Excellent quality. It is a bit long since Im only 5 and play with my guitar fairly high up. I just cinch it as much as itll go and its just right.
561,"['https://images-na.ssl-images-amazon.com/images/I/514oxsCVGIL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/6160eDCCyML._SY88.jpg']",Poorly manufactured.  The plastic cushion top was only halfway attached.  See photo.
2371,['https://images-na.ssl-images-amazon.com/images/I/51OkGqeCITL._SY88.jpg'],"I have screwed the base as tight as I can get it, but the weight of my speakers (powered EV15's 2 way) causes the tripod to start to fold up.
1.) it's kind of a safety concern... it doesn't go all the way. but rather just dropping a bit due to the weight.
2.) it's virtually impossible to get the pair I own at the same height due to one always dropping the center pole down a bit. This causes a visual effect that is not desirable for weddings etc. (drives me nuts myself)

Other than that, they are small and compact, they have a springy middle pole, that's kinda cool."
2070,"['https://images-na.ssl-images-amazon.com/images/I/615tRuYHZgL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61VKh-4KmXL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71IJ69v6gAL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71pRUGs9W6L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/712jafUx1PL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81d+ARR2alL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71AjDrulNfL._SY88.jpg']","GREAT FIXTURE

This fixture is amazing for the price! It feels solid and sturdy and of course quad leds! Red green blue and white! The white is an amazing addition and gives a much more color spectrum available. You can finally get them warm white fades you want! This fixture is also perfect for uplighting, it has rubber feet on the bottom. The dmx and power in and out ports are on the sides of the back of the fixture which make it so you can lay the fixture flat on the ground without having to use the brackets. The is a very bright fixture with a wide beam angle. Very blinding which is good. I do have 6 of these (by another company) and they are great for front lighting. It has a digital display for control. This fixture is awesome!"
2345,"['https://images-na.ssl-images-amazon.com/images/I/61cWx-kymsL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718nrwUVjFL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71e9OuVxKyL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/7173Wa08WXL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81+H3rw4FjL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71mQ+4h6ZQL._SY88.jpg']","Was skeptical after reading previous reviews. Very happy with this chair. To be used for saxophone playing. Very easy to assemble as most is already put together. The backing of the backrest and seat isn't the greatest, but will do. The backrest does clank, but a trip to the hardware store and pick up those cork round pads for cabinets, problem solved. This chair is comfortable to me and sturdy enough. I gambled and won with this chair."
3104,['https://images-na.ssl-images-amazon.com/images/I/71R-8EWU11L._SY88.jpg'],"For the price, these claves sound amazing.  I wanted a natural wood tone as an alternative to the piercing, higher pitch of my fiberglass LP King claves.  These did the trick.  Amazing value.

The only reason why they don't get 5 stars is because of that knot that you see in one of the claves.  It's kind of cool in that it looks like those spots on Jupiter.  My concern is that after playing it for a while, that knot in the wood may just fall out.  We'll see.

I'll give it 6 months and if it's OK after that time, I will come back and give it 5 stars.  Regardless, it's a great value."
3467,['https://images-na.ssl-images-amazon.com/images/I/61VqoKRZEWL._SY88.jpg'],Not bad for the price.  Worked great for my BC Rich retro makeover.
1424,['https://images-na.ssl-images-amazon.com/images/I/61mIK-yy-4L._SY88.jpg'],"I like Tascam products. I have a rack mounted digital recorder, a CD player and a small digital recorder. The 100mkII is also a very good recorder but I have some complaints: The battery life is short maybe because it uses only 2 cells. The volume control is very close to the phone jack making adjustment a bit dificult. The door of the AA cells seems the door of a cheap toy; it could be more robust. Apart from these minor details I'm well satisfied with the product."
611,['https://images-na.ssl-images-amazon.com/images/I/71ynz+q7ELL._SY88.jpg'],"Arrived in 2 days with prime in safe packaging. Minor paint flaws with semi gloss finish. Plywood and plastic construction with painted plastic fretboard. Has plastic tuning keys and metal tuning gears on headstock. Paint wore away quickly on the side of fretboard at the top of the neck. The strings on the ukulele are not of quality but the ukulele can take brand name strings and tune them correctly. The bridge and nut need filing in order to effectively play chords or scales so I would consider it a novelty uke. Perfect for a toddler or young child to use instead of an expensive instrument, but will not be good to learn on or take lessons with. False spruce top and stained mahogany back and sides give it an expensive look that kids will love. Adult supervision required as there are moving parts. I bought this for my son who is turning two years old this May. See photo for comparison of an acoustic guitar (spruce top, catalpa back and sides) vs. the soprano ukulele"
2161,['https://images-na.ssl-images-amazon.com/images/I/71uzx+4rZ1L._SY88.jpg'],I like these things. Bought 12 of them and Never had a problem. They come with drywall mounts as well as stud screws.  I always put into studs. Mutch safer than lots of stands that can fall over. Great price and solid.
3487,['https://images-na.ssl-images-amazon.com/images/I/71l-yom95mL._SY88.jpg'],"The flute came in good shape, but there are two holes in the under side bottom, toward the end, with both holes connecting to one another at a 45 degree angle.  There's no way to cover these holes and play the flute.  I'm guessing it's a manufacturing mistake, where someone got a little too happy with the hole drilling!!"
787,['https://images-na.ssl-images-amazon.com/images/I/71m2OQkTGFL._SY88.jpg'],"Thank you
It is a very nice little Cello.  It is for a Student about 7.  I have it all ready and tuned for Him.  The strings are breaking in very well, and the sound is getting better.  Even took it outside to let it breath.  If it works out I will be ordering more of these, for a another student."
157,"['https://images-na.ssl-images-amazon.com/images/I/71aLMUNSuML._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71-eUaKc36L._SY88.jpg']","This was my first ever attempt to replace a nut and it was an easy job on my Epiphone LP Special P90. I filed down the ends a bit and used a dab of glue to help secure it.

There was a definite difference in tone and sustain of open chords."
2856,['https://images-na.ssl-images-amazon.com/images/I/71EbmE-CeSL._SY88.jpg'],"I used to own a Boss CS-3. This pedal is almost as good for less than 1/2 the price and footprint.

It's built very well for the price. I got silly and replaced the black knob with a clear acrylic one to make it look cooler.

I have the Donner morpher as well. This stuff is seriously good for the price. Mooer is the only other contender in this price and size range. I run this into a Mooer Tender Octaver and wow. Wowwwy wow wow"
451,"['https://images-na.ssl-images-amazon.com/images/I/71cfEqhOz2L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71xdipuBoeL._SY88.jpg']","These stands are balanced, sturdy and lightweight. The locking strap is a nice feature but not even necessary. Not sure how some people are placing their guitars, but unless they have a defecting unit, it's pretty impossible to mess up. I use one for my Gibson Grabber bass and the other for my Taylor 114e acoustic. Works great for both!"
3661,"['https://images-na.ssl-images-amazon.com/images/I/71Lk-UY2D6L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71lkwwcDLuL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71IgkDXgylL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Y0knU-rfL._SY88.jpg']","Fun and easy to install. Looks pretty cool too. Not sure how long they'll hold up after I install the strings and start practicing bends. Although they are thin, I still feel an slight edge when I run my fingers across them. We'll see,... kinda skeptical on how long these will last.
Update. OK, so they didn't last that long. After a couple of months the top seal started peeling off, then the next layer started to peel. There was a bit of goop left over after removal which was a hassle to get off. 0000 grade steel wool took care of the frets and my guitar is back to being good as new. Oh well, it still was a little fun."
2642,"['https://images-na.ssl-images-amazon.com/images/I/71+Wd25nk0L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/6139VKWmL9L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61zPA9lbTGL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71CcguflMhL._SY88.jpg']","Impressive brightness, 30 beam angle, and fixture is well-built. Saving static colors was tricky at first, but the vendor was more than helpful with tech support. Once your color is set manually, if you press setup again after setting the color you wanted, you will have the same color next time you power it back up. Overall, impressed considering the cost and brightness. Flawless DMX control!"
114,['https://images-na.ssl-images-amazon.com/images/I/614yBOFSIrL._SY88.jpg'],"This stuff cleaned up and made my Gibson songwriter shine like new.  Thank you very much,  Chris"
594,"['https://images-na.ssl-images-amazon.com/images/I/71Qi2tCGkAL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81iuQqYr9+L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/713ub586t0L._SY88.jpg']","I purchased this to protect my Jim Dandy guitar when I'm out and about.  It is a parlor sized guitar and needed a fairly snug fit - a regular dread bag was just WAY too big.

The Jim Dandy measures 36  tall x 13  wide x 4  deep, and this bag fit perfect.  Pics included to show how it works.

I paid $25 and it was well worth it."
3016,"['https://images-na.ssl-images-amazon.com/images/I/71-PDjqCBcL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71bxnwWGCYL._SY88.jpg']","I have a Gibson Les Paul Standard from 2013 with burstbucker pros.  Supposedly the burstbucker pro is wound to sound like the original PAF (how they actually sounded), while the Classic 57 is wound to the original design specification of PAFs (how they were supposed to be made). I just picked up a gorgeous Gibson ES-335 from 2001 with the Classic 57, and man, I like this way better than the burstbucker pro!  Both are great pickups, but these have such great bite in the lead and smooth in neck I can stop listening to it.  Every note rings so nicely.  Between the 2 pickups I can find great jazzy/bluesy tones and some to just rock out!  I can't say enough about it, except I'm really neglecting my chores with all the time I'm spending now enjoying these!

5 stars!  Don't expect anything less than awesome!"
1510,['https://images-na.ssl-images-amazon.com/images/I/81Q7nl+IkaL._SY88.jpg'],Good til it broke. It didn't take too long to break either. Maybe this just isn't for guitar techs
1390,['https://images-na.ssl-images-amazon.com/images/I/71wGjEWKJxL._SY88.jpg'],"The black color cable is a defeat product.
When plug into my amp,  there is no sound, but noise.  I am very disappointed."
2499,['https://images-na.ssl-images-amazon.com/images/I/61BPb-wNhNL._SY88.jpg'],This pop filter works perfect and I like that it's easily adjustable. The images show a all black pop filter but I received a white and pink/purple filter. That's the only reason I'm going to give it 3 starts. Isn't a little strange and everyone always comments on that fact. It kind of throws off the vibe of my booth. I'll be purchasing anyone some time in the future from a different company most likely because I want a black one. Image attached.
3767,"['https://images-na.ssl-images-amazon.com/images/I/71f9nliIpbL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81eOx3lHI5L._SY88.jpg']",I changed the pickguard on my MIM Tele to add a little bit of snap to it...white pickguards are a little dull...also changed the volume & tone knobs to match the finish...EZ upgrades on both...
2488,['https://images-na.ssl-images-amazon.com/images/I/81ojFAooz0L._SY88.jpg'],This microphone bundle was more than worth the price. The sound quality is excellent. The setup is relatively easy. I use it with a Focusrite Scarlett 2i2 which already has phantom power built in. Put the gain at about halfway and it was good to go. Very pleased with it and will most likely be buying another one soon to add to my home recording studio.
1355,"['https://images-na.ssl-images-amazon.com/images/I/71+CgntbaaL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71yn1swuF2L._SY88.jpg']","For a cheap, off-brand instrument, it plays excellently and resonates very well. The bass feels very sturdy and looks fantastic in person. It definitely needs better strings, but what new instrument doesn't? I haven't tried amplifying it, and I honestly don't plan to, as I only wanted it for the acoustic properties to practice without having to drape myself in cables. The neck is comfortable, the body is well-assembled, and having two strap buttons opposed to the usual single one on most acoustic basses is a welcome feature. The bridge is also very nice: the last acoustic I had, I kept losing bridge pins, so not having to deal with those was a main drawing point for this bass for me."
